ID_Cliente,Nome_Cliente,Idade,Região,Data_Compra,Valor_Compra,Produto
C0003,Cliente 3,19,1,2023-03-26,421.85,15
C0003,Cliente 3,19,1,2023-11-15,271.72,4
C0003,Cliente 3,19,1,2023-10-31,286.55,0
C0003,Cliente 3,19,1,2023-02-12,324.95,15
C0003,Cliente 3,19,1,2023-08-25,99.05,19
C0003,Cliente 3,19,1,2023-07-14,170.4,6
C0003,Cliente 3,19,1,2023-06-17,175.38,4
C0003,Cliente 3,19,1,2023-05-23,378.48,5
C0003,Cliente 3,19,1,2023-05-10,419.11,7
C0003,Cliente 3,19,1,2023-01-10,377.02,11
C0003,Cliente 3,19,1,2023-06-29,119.87,13
C0003,Cliente 3,19,1,2023-11-30,29.73,0
C0003,Cliente 3,19,1,2023-05-07,107.69,0
C0003,Cliente 3,19,1,2023-11-15,84.67,15
C0003,Cliente 3,19,1,2023-08-31,338.03,10
C0003,Cliente 3,19,1,2023-07-08,92.22,12
C0004,Cliente 4,65,3,2023-02-28,391.12,16
C0004,Cliente 4,65,3,2023-06-09,62.97,0
C0004,Cliente 4,65,3,2023-06-09,292.14,4
C0004,Cliente 4,65,3,2023-07-23,471.32,17
C0004,Cliente 4,65,3,2023-02-08,300.13,18
C0004,Cliente 4,65,3,2023-02-22,351.62,1
C0004,Cliente 4,65,3,2023-12-17,304.2,14
C0004,Cliente 4,65,0,2023-10-17,393.49,3
C0004,Cliente 4,65,0,2023-09-30,219.91,3
C0004,Cliente 4,65,3,2023-02-05,257.92,2
C0004,Cliente 4,65,3,2023-01-07,426.29,7
C0004,Cliente 4,65,3,2023-02-24,222.43,3
C0004,Cliente 4,65,3,2023-11-22,446.87,6
C0004,Cliente 4,65,3,2023-09-25,483.08,19
C0005,Cliente 5,35,2,2023-11-12,406.02,9
C0005,Cliente 5,35,2,2023-09-05,237.79,10
C0005,Cliente 5,35,2,2023-05-18,167.93,18
C0005,Cliente 5,35,2,2023-02-14,146.67,6
C0005,Cliente 5,35,2,2023-11-09,337.41,2
C0005,Cliente 5,35,2,2023-01-15,252.21,2
C0005,Cliente 5,35,2,2023-04-04,248.9,3
C0005,Cliente 5,35,2,2023-05-13,176.77,12
C0005,Cliente 5,35,2,2023-12-26,441.25,9
C0005,Cliente 5,35,2,2023-01-06,263.15,17
C0005,Cliente 5,35,2,2023-02-13,128.26,5
C0005,Cliente 5,35,2,2023-09-08,282.04,18
C0005,Cliente 5,35,2,2023-12-20,243.29,7
C0005,Cliente 5,35,2,2023-08-18,398.54,13
C0005,Cliente 5,35,2,2023-05-31,118.58,18
C0005,Cliente 5,35,2,2023-06-06,335.34,3
C0005,Cliente 5,35,2,2023-08-31,281.2,3
C0005,Cliente 5,35,2,2023-08-06,498.35,9
C0005,Cliente 5,35,2,2023-06-19,182.39,6
C0005,Cliente 5,35,2,2023-05-19,160.25,18
C0005,Cliente 5,35,2,2023-03-03,363.43,2
C0005,Cliente 5,35,2,2023-04-09,116.03,7
C0005,Cliente 5,35,2,2023-05-22,365.05,8
C0005,Cliente 5,35,2,2023-11-02,148.67,14
C0005,Cliente 5,35,2,2023-04-10,155.16,3
C0005,Cliente 5,35,2,2023-04-02,158.11,9
C0005,Cliente 5,35,2,2023-03-06,144.41,11
C0005,Cliente 5,35,2,2023-10-11,153.15,15
C0005,Cliente 5,35,2,2023-11-23,435.55,7
C0005,Cliente 5,35,2,2023-02-22,437.63,10
C0005,Cliente 5,35,2,2023-05-26,240.0,6
C0005,Cliente 5,35,2,2023-06-24,100.34,11
C0005,Cliente 5,35,0,2023-05-10,471.12,7
C0005,Cliente 5,35,2,2023-02-28,412.84,4
C0005,Cliente 5,35,2,2023-09-09,46.3,11
C0005,Cliente 5,35,2,2023-03-19,83.11,10
C0005,Cliente 5,40,2,2023-06-05,51.74,18
C0005,Cliente 5,35,2,2023-03-02,283.46,5
C0005,Cliente 5,35,2,2023-11-07,302.1,12
C0005,Cliente 5,40,2,2023-04-26,390.09,4
C0005,Cliente 5,35,2,2023-08-19,455.17,1
C0005,Cliente 5,35,2,2023-10-29,495.12,1
C0006,Cliente 6,33,4,2023-10-19,314.3,12
C0006,Cliente 6,33,4,2023-02-20,474.32,17
C0006,Cliente 6,33,4,2023-11-17,113.4,13
C0006,Cliente 6,33,4,2023-03-22,127.53,9
C0006,Cliente 6,33,4,2023-08-19,347.79,7
C0006,Cliente 6,33,4,2023-05-30,25.99,1
C0006,Cliente 6,33,4,2023-12-28,148.53,6
C0006,Cliente 6,33,4,2023-02-06,346.82,19
C0006,Cliente 6,33,4,2023-11-17,299.0,17
C0006,Cliente 6,33,4,2023-08-06,66.24,18
C0006,Cliente 6,33,4,2023-11-28,83.0,19
C0006,Cliente 6,33,4,2023-03-14,44.99,16
C0006,Cliente 6,40,4,2023-06-07,301.57,10
C0006,Cliente 6,33,4,2023-05-28,225.19,6
C0006,Cliente 6,40,4,2023-12-19,159.0,4
C0006,Cliente 6,33,4,2023-05-20,255.23,7
C0006,Cliente 6,33,4,2023-08-13,49.42,11
C0006,Cliente 6,33,4,2023-08-10,369.92,12
C0006,Cliente 6,33,4,2023-05-09,22.67,18
C0007,Cliente 7,32,1,2023-10-28,475.89,19
C0007,Cliente 7,32,1,2023-10-23,29.71,16
C0007,Cliente 7,32,1,2023-05-23,98.93,10
C0007,Cliente 7,32,1,2023-08-12,321.04,7
C0007,Cliente 7,32,1,2023-02-16,240.31,5
C0007,Cliente 7,32,1,2023-06-20,167.32,14
C0007,Cliente 7,32,1,2023-03-24,171.6,7
C0007,Cliente 7,32,1,2023-05-28,334.67,4
C0007,Cliente 7,40,1,2023-10-09,27.98,13
C0007,Cliente 7,32,1,2023-07-26,433.81,0
C0007,Cliente 7,32,1,2023-12-03,435.99,6
C0007,Cliente 7,32,1,2023-07-31,36.56,8
C0007,Cliente 7,32,1,2023-07-05,315.09,7
C0007,Cliente 7,32,1,2023-11-17,226.6,11
C0007,Cliente 7,32,1,2023-04-15,140.86,15
C0007,Cliente 7,32,1,2023-05-28,224.68,7
C0007,Cliente 7,32,1,2023-03-04,24.15,12
C0007,Cliente 7,32,1,2023-05-03,357.79,1
C0007,Cliente 7,32,1,2023-10-10,16.7,5
C0007,Cliente 7,32,1,2023-02-17,120.1,14
C0007,Cliente 7,32,1,2023-08-25,474.06,15
C0007,Cliente 7,32,1,2023-09-13,467.0,1
C0007,Cliente 7,32,1,2023-09-18,355.65,5
C0007,Cliente 7,32,1,2023-09-05,490.32,18
C0007,Cliente 7,32,1,2023-08-22,280.12,4
C0007,Cliente 7,32,1,2023-04-08,461.72,8
C0007,Cliente 7,32,0,2023-03-11,433.37,19
C0007,Cliente 7,32,1,2023-08-01,176.54,8
C0007,Cliente 7,32,1,2023-05-17,412.07,1
C0007,Cliente 7,32,1,2023-06-02,420.36,10
C0007,Cliente 7,32,1,2023-12-04,249.92,15
C0007,Cliente 7,32,1,2023-08-17,273.9,3
C0007,Cliente 7,32,1,2023-06-20,280.44,9
C0007,Cliente 7,32,1,2023-07-13,233.12,2
C0007,Cliente 7,32,1,2023-04-07,490.58,18
C0007,Cliente 7,40,1,2023-10-20,197.66,5
C0007,Cliente 7,32,1,2023-01-23,165.91,7
C0007,Cliente 7,32,1,2023-12-28,457.58,4
C0007,Cliente 7,32,0,2023-07-17,494.32,15
C0007,Cliente 7,32,1,2023-09-11,482.76,15
C0007,Cliente 7,32,1,2023-09-15,483.02,2
C0007,Cliente 7,32,1,2023-02-21,438.35,6
C0007,Cliente 7,32,1,2023-02-21,267.72,6
C0007,Cliente 7,32,1,2023-01-08,364.0,5
C0007,Cliente 7,32,1,2023-12-02,485.28,13
C0007,Cliente 7,32,1,2023-08-29,392.95,19
C0007,Cliente 7,32,1,2023-06-23,315.4,4
C0007,Cliente 7,32,1,2023-11-29,49.35,2
C0008,Cliente 8,26,3,2023-12-12,431.08,4
C0008,Cliente 8,26,3,2023-06-12,317.13,7
C0008,Cliente 8,26,3,2023-10-05,27.59,13
C0008,Cliente 8,26,3,2023-05-01,319.27,1
C0008,Cliente 8,26,3,2023-04-27,375.92,5
C0008,Cliente 8,26,3,2023-02-20,382.58,14
C0008,Cliente 8,26,3,2023-08-16,91.52,1
C0008,Cliente 8,26,3,2023-01-15,32.54,11
C0008,Cliente 8,26,3,2023-05-31,185.65,5
C0008,Cliente 8,26,3,2023-03-16,129.66,5
C0008,Cliente 8,26,0,2023-10-17,344.08,16
C0008,Cliente 8,26,3,2023-03-29,95.78,12
C0008,Cliente 8,26,3,2023-07-15,313.66,18
C0008,Cliente 8,26,3,2023-09-12,457.29,15
C0008,Cliente 8,26,3,2023-04-29,235.96,19
C0008,Cliente 8,26,3,2023-08-24,135.11,0
C0008,Cliente 8,26,3,2023-08-27,451.59,9
C0008,Cliente 8,26,3,2023-03-22,46.19,3
C0008,Cliente 8,40,3,2023-10-28,156.59,5
C0008,Cliente 8,26,3,2023-12-20,132.55,1
C0008,Cliente 8,26,3,2023-04-12,499.69,7
C0008,Cliente 8,26,3,2023-02-24,126.23,10
C0008,Cliente 8,26,3,2023-07-03,291.66,1
C0008,Cliente 8,26,3,2023-01-12,489.19,4
C0008,Cliente 8,26,3,2023-05-21,13.97,11
C0008,Cliente 8,26,3,2023-11-07,375.13,1
C0008,Cliente 8,26,3,2023-04-28,307.46,3
C0008,Cliente 8,26,0,2023-04-23,321.94,12
C0008,Cliente 8,26,3,2023-05-09,342.1,15
C0008,Cliente 8,26,3,2023-11-18,57.61,11
C0008,Cliente 8,26,3,2023-06-08,396.42,11
C0008,Cliente 8,26,3,2023-10-24,188.78,15
C0008,Cliente 8,26,3,2023-02-16,455.72,2
C0008,Cliente 8,26,3,2023-08-01,96.06,15
C0008,Cliente 8,26,3,2023-10-04,439.47,3
C0008,Cliente 8,26,3,2023-09-29,255.88,19
C0008,Cliente 8,26,3,2023-03-26,135.92,7
C0008,Cliente 8,26,3,2023-06-01,375.81,2
C0008,Cliente 8,26,0,2023-02-28,239.48,13
C0008,Cliente 8,40,3,2023-03-14,379.53,18
C0008,Cliente 8,26,3,2023-12-13,364.87,4
C0008,Cliente 8,26,3,2023-10-13,189.23,4
C0008,Cliente 8,26,3,2023-01-08,139.58,14
C0008,Cliente 8,26,3,2023-08-21,190.61,19
C0008,Cliente 8,40,3,2023-10-27,196.7,3
C0008,Cliente 8,26,3,2023-02-25,340.67,7
C0008,Cliente 8,40,3,2023-01-13,313.58,9
C0008,Cliente 8,26,3,2023-06-17,458.48,18
C0008,Cliente 8,26,3,2023-11-28,40.98,6
C0008,Cliente 8,26,3,2023-12-25,158.07,5
C0009,Cliente 9,65,2,2023-03-01,78.49,11
C0009,Cliente 9,65,2,2023-06-05,498.0,14
C0009,Cliente 9,65,2,2023-02-19,125.05,9
C0009,Cliente 9,65,2,2023-03-11,200.44,3
C0010,Cliente 10,24,4,2023-12-10,475.2,9
C0010,Cliente 10,24,4,2023-08-01,330.91,7
C0010,Cliente 10,24,4,2023-11-12,209.98,19
C0010,Cliente 10,24,4,2023-01-17,348.24,17
C0010,Cliente 10,24,4,2023-08-16,227.9,18
C0010,Cliente 10,24,4,2023-07-05,58.68,3
C0010,Cliente 10,24,4,2023-10-06,451.83,3
C0010,Cliente 10,24,4,2023-02-01,205.09,17
C0010,Cliente 10,24,4,2023-01-11,34.78,2
C0010,Cliente 10,24,4,2023-04-16,43.62,9
C0010,Cliente 10,24,4,2023-04-17,297.33,18
C0011,Cliente 11,40,1,2023-06-18,389.44,12
C0011,Cliente 11,61,1,2023-01-02,145.86,15
C0011,Cliente 11,61,1,2023-03-08,274.71,16
C0012,Cliente 12,65,0,2023-02-26,333.92,0
C0012,Cliente 12,65,3,2023-03-09,17.28,18
C0012,Cliente 12,65,3,2023-10-29,168.65,16
C0012,Cliente 12,65,3,2023-05-16,35.68,5
C0012,Cliente 12,65,3,2023-09-27,65.69,13
C0012,Cliente 12,65,3,2023-09-01,229.65,3
C0012,Cliente 12,65,3,2023-09-20,300.9,6
C0012,Cliente 12,65,3,2023-09-15,118.56,12
C0012,Cliente 12,65,3,2023-01-23,366.35,8
C0012,Cliente 12,65,3,2023-06-04,234.44,0
C0012,Cliente 12,65,3,2023-02-01,499.31,4
C0012,Cliente 12,65,3,2023-08-07,346.19,7
C0012,Cliente 12,65,3,2023-02-11,167.83,15
C0012,Cliente 12,65,3,2023-02-03,71.83,12
C0012,Cliente 12,65,3,2023-11-21,296.83,2
C0012,Cliente 12,65,3,2023-07-15,497.37,8
C0012,Cliente 12,65,3,2023-05-31,232.32,12
C0012,Cliente 12,65,3,2023-08-09,58.6,14
C0012,Cliente 12,65,3,2023-12-02,328.95,9
C0012,Cliente 12,65,3,2023-04-21,220.73,18
C0013,Cliente 13,52,2,2023-07-31,176.08,6
C0013,Cliente 13,52,2,2023-06-10,219.11,19
C0013,Cliente 13,52,2,2023-07-11,477.26,7
C0013,Cliente 13,52,2,2023-02-04,54.7,13
C0013,Cliente 13,52,2,2023-02-17,221.62,3
C0013,Cliente 13,52,0,2023-03-08,282.62,10
C0013,Cliente 13,52,2,2023-10-15,285.22,14
C0013,Cliente 13,52,2,2023-07-30,183.26,5
C0013,Cliente 13,52,2,2023-01-27,484.52,12
C0013,Cliente 13,52,2,2023-09-17,114.24,7
C0013,Cliente 13,52,2,2023-04-25,425.16,3
C0013,Cliente 13,52,2,2023-10-12,190.1,19
C0013,Cliente 13,52,2,2023-10-21,120.82,5
C0013,Cliente 13,52,2,2023-10-15,487.53,12
C0013,Cliente 13,52,2,2023-01-14,308.41,19
C0013,Cliente 13,52,2,2023-01-15,98.4,1
C0013,Cliente 13,52,2,2023-06-23,182.0,16
C0013,Cliente 13,40,2,2023-03-15,287.5,4
C0013,Cliente 13,52,2,2023-02-05,79.52,0
C0013,Cliente 13,52,2,2023-02-16,375.59,17
C0013,Cliente 13,52,2,2023-07-12,215.72,2
C0013,Cliente 13,52,2,2023-03-22,191.33,2
C0013,Cliente 13,52,2,2023-10-18,302.15,11
C0014,Cliente 14,23,0,2023-03-21,87.13,12
C0014,Cliente 14,23,4,2023-01-26,340.24,19
C0014,Cliente 14,23,0,2023-08-15,334.35,7
C0014,Cliente 14,23,4,2023-11-07,226.6,19
C0014,Cliente 14,23,4,2023-04-21,379.92,14
C0014,Cliente 14,23,4,2023-06-26,220.66,1
C0014,Cliente 14,23,4,2023-12-14,342.46,7
C0014,Cliente 14,23,4,2023-09-27,336.89,11
C0014,Cliente 14,23,4,2023-04-23,203.68,12
C0014,Cliente 14,23,4,2023-01-29,13.77,1
C0014,Cliente 14,23,4,2023-04-19,386.0,19
C0014,Cliente 14,23,4,2023-05-29,170.78,0
C0014,Cliente 14,23,4,2023-09-12,376.04,16
C0014,Cliente 14,23,4,2023-03-08,196.3,18
C0014,Cliente 14,23,4,2023-09-14,283.77,3
C0014,Cliente 14,23,4,2023-02-06,204.56,11
C0014,Cliente 14,40,4,2023-08-12,19.18,13
C0014,Cliente 14,23,4,2023-06-10,292.12,10
C0015,Cliente 15,55,1,2023-07-27,357.65,5
C0015,Cliente 15,55,1,2023-05-29,66.43,0
C0015,Cliente 15,55,1,2023-06-16,94.22,12
C0015,Cliente 15,55,1,2023-08-24,417.69,3
C0015,Cliente 15,40,1,2023-02-15,223.99,14
C0016,Cliente 16,45,3,2023-05-05,223.48,4
C0016,Cliente 16,45,3,2023-09-26,48.54,1
C0016,Cliente 16,45,3,2023-06-23,118.57,16
C0016,Cliente 16,45,3,2023-02-09,260.14,14
C0016,Cliente 16,45,3,2023-09-29,259.88,3
C0016,Cliente 16,45,3,2023-05-01,60.37,19
C0016,Cliente 16,45,3,2023-04-12,95.01,15
C0016,Cliente 16,40,3,2023-12-02,46.92,7
C0016,Cliente 16,45,3,2023-08-26,379.68,10
C0016,Cliente 16,45,3,2023-08-18,343.76,10
C0016,Cliente 16,45,3,2023-06-15,433.48,2
C0016,Cliente 16,45,0,2023-03-19,225.48,7
C0017,Cliente 17,20,2,2023-08-15,319.38,19
C0017,Cliente 17,20,2,2023-10-30,37.52,8
C0017,Cliente 17,40,2,2023-02-07,162.1,6
C0017,Cliente 17,40,2,2023-01-20,37.88,1
C0017,Cliente 17,20,2,2023-02-09,325.89,13
C0017,Cliente 17,20,2,2023-11-11,301.1,4
C0017,Cliente 17,20,2,2023-08-25,294.36,11
C0017,Cliente 17,20,2,2023-08-19,455.43,10
C0017,Cliente 17,20,2,2023-11-30,102.24,12
C0017,Cliente 17,20,0,2023-09-01,255.67,11
C0017,Cliente 17,20,2,2023-08-19,60.72,2
C0017,Cliente 17,20,2,2023-02-13,257.23,16
C0017,Cliente 17,20,2,2023-01-21,131.39,6
C0017,Cliente 17,20,2,2023-08-13,266.79,12
C0017,Cliente 17,40,2,2023-03-23,188.31,1
C0017,Cliente 17,20,2,2023-07-18,210.3,2
C0017,Cliente 17,20,2,2023-12-14,302.96,2
C0017,Cliente 17,20,0,2023-02-03,171.55,9
C0017,Cliente 17,20,2,2023-12-14,199.42,19
C0017,Cliente 17,20,2,2023-12-03,482.56,12
C0017,Cliente 17,20,2,2023-03-18,173.35,10
C0017,Cliente 17,20,2,2023-12-06,79.3,3
C0017,Cliente 17,20,2,2023-03-08,301.57,13
C0017,Cliente 17,20,2,2023-06-08,283.87,2
C0017,Cliente 17,20,2,2023-03-07,338.36,8
C0017,Cliente 17,20,2,2023-02-17,326.55,5
C0017,Cliente 17,20,2,2023-09-18,187.3,3
C0017,Cliente 17,20,2,2023-06-08,98.33,17
C0017,Cliente 17,20,2,2023-06-24,474.36,7
C0017,Cliente 17,20,2,2023-04-09,121.01,15
C0017,Cliente 17,20,2,2023-03-21,47.81,14
C0017,Cliente 17,20,2,2023-09-17,387.73,8
C0017,Cliente 17,20,2,2023-01-20,334.35,12
C0017,Cliente 17,20,2,2023-03-09,302.65,15
C0017,Cliente 17,20,2,2023-03-25,98.61,12
C0017,Cliente 17,20,2,2023-03-26,363.38,11
C0018,Cliente 18,19,4,2023-07-30,188.51,18
C0018,Cliente 18,19,4,2023-08-16,309.19,6
C0018,Cliente 18,19,0,2023-04-30,271.67,1
C0018,Cliente 18,19,4,2023-07-08,342.37,10
C0018,Cliente 18,19,4,2023-08-14,236.22,1
C0018,Cliente 18,19,4,2023-07-15,256.42,5
C0018,Cliente 18,19,4,2023-03-24,410.28,12
C0018,Cliente 18,19,4,2023-03-12,437.77,11
C0018,Cliente 18,19,4,2023-11-25,245.49,3
C0018,Cliente 18,19,4,2023-10-11,467.8,8
C0018,Cliente 18,40,4,2023-03-05,149.68,16
C0018,Cliente 18,19,4,2023-05-20,230.17,8
C0018,Cliente 18,19,4,2023-03-17,417.21,13
C0018,Cliente 18,19,4,2023-04-24,410.18,3
C0018,Cliente 18,19,4,2023-01-14,213.3,4
C0018,Cliente 18,19,4,2023-09-15,193.24,4
C0018,Cliente 18,19,4,2023-02-11,193.71,0
C0018,Cliente 18,40,4,2023-06-13,466.1,2
C0018,Cliente 18,19,4,2023-03-16,77.42,1
C0018,Cliente 18,19,4,2023-08-30,351.08,15
C0018,Cliente 18,19,4,2023-12-28,239.86,12
C0018,Cliente 18,19,4,2023-01-03,453.87,0
C0018,Cliente 18,19,4,2023-05-12,115.67,15
C0018,Cliente 18,19,4,2023-10-08,470.71,12
C0018,Cliente 18,19,4,2023-09-28,217.39,1
C0018,Cliente 18,40,4,2023-05-02,157.56,11
C0018,Cliente 18,19,4,2023-05-03,215.71,12
C0018,Cliente 18,19,4,2023-08-23,40.78,7
C0018,Cliente 18,19,4,2023-11-02,272.67,8
C0018,Cliente 18,19,4,2023-10-22,128.55,15
C0018,Cliente 18,19,4,2023-05-30,220.33,12
C0018,Cliente 18,19,4,2023-06-30,127.88,5
C0018,Cliente 18,19,4,2023-04-06,335.54,13
C0018,Cliente 18,40,4,2023-09-26,487.58,13
C0018,Cliente 18,19,4,2023-09-27,276.6,8
C0018,Cliente 18,19,4,2023-10-11,19.96,7
C0018,Cliente 18,19,4,2023-01-23,321.48,3
C0018,Cliente 18,19,4,2023-05-10,376.19,3
C0018,Cliente 18,19,4,2023-02-04,178.95,14
C0018,Cliente 18,40,4,2023-10-25,370.24,2
C0018,Cliente 18,19,4,2023-03-10,31.72,9
C0018,Cliente 18,19,4,2023-06-23,408.62,16
C0018,Cliente 18,19,4,2023-12-17,237.67,7
C0018,Cliente 18,19,4,2023-11-20,99.32,15
C0018,Cliente 18,19,4,2023-02-02,360.86,6
C0019,Cliente 19,23,1,2023-01-19,153.79,11
C0019,Cliente 19,23,1,2023-04-13,444.04,2
C0019,Cliente 19,23,1,2023-06-08,262.54,9
C0019,Cliente 19,23,1,2023-08-31,134.12,17
C0019,Cliente 19,23,1,2023-05-27,184.92,11
C0019,Cliente 19,23,1,2023-12-02,172.64,14
C0019,Cliente 19,23,1,2023-07-08,224.11,4
C0019,Cliente 19,23,1,2023-08-14,448.37,4
C0019,Cliente 19,23,1,2023-06-23,487.12,7
C0019,Cliente 19,23,1,2023-12-21,253.79,8
C0019,Cliente 19,23,1,2023-05-17,402.56,5
C0019,Cliente 19,23,1,2023-02-10,221.0,16
C0019,Cliente 19,23,1,2023-10-07,153.95,14
C0019,Cliente 19,23,1,2023-02-10,170.68,1
C0019,Cliente 19,23,1,2023-06-06,228.5,5
C0019,Cliente 19,40,1,2023-03-27,347.98,3
C0019,Cliente 19,23,1,2023-08-17,30.75,3
C0019,Cliente 19,23,1,2023-11-11,499.09,19
C0019,Cliente 19,23,1,2023-11-24,490.21,11
C0019,Cliente 19,23,1,2023-02-08,338.88,4
C0019,Cliente 19,23,1,2023-07-06,261.41,16
C0020,Cliente 20,31,3,2023-01-16,79.96,12
C0020,Cliente 20,31,3,2023-12-14,392.84,11
C0020,Cliente 20,31,3,2023-03-06,42.94,3
C0020,Cliente 20,31,3,2023-07-05,197.6,10
C0020,Cliente 20,31,3,2023-01-17,306.5,6
C0020,Cliente 20,31,3,2023-07-09,192.29,13
C0020,Cliente 20,31,3,2023-10-21,77.47,3
C0020,Cliente 20,31,3,2023-07-23,164.05,19
C0020,Cliente 20,31,3,2023-05-08,480.65,0
C0020,Cliente 20,31,3,2023-04-06,254.53,4
C0020,Cliente 20,31,3,2023-10-15,67.7,19
C0020,Cliente 20,31,3,2023-12-27,228.67,12
