ID_Cliente,Nome_Cliente,Idade,Região,Data_Compra,Valor_Compra,Produto
C0002,Cliente 2,25,Sul,2023-07-15,437.36,Produto 16
C0002,Cliente 2,25,Sul,2023-04-24,107.79,Produto 15
C0002,Cliente 2,25,Sul,2023-06-29,159.54,Produto 8
C0002,Cliente 2,40,Sul,2023-04-25,21.6,Produto 7
C0002,Cliente 2,25,Sul,2023-07-24,170.85,Produto 3
C0002,Cliente 2,25,Desconhecido,2023-05-23,182.06,Produto 17
C0002,Cliente 2,25,Sul,2023-06-19,470.23,Produto 4
C0002,Cliente 2,25,Desconhecido,2023-01-20,63.12,Produto 14
C0002,Cliente 2,25,Sul,2023-06-26,366.99,Produto 11
C0002,Cliente 2,25,Sul,2023-08-12,307.04,Produto 17
C0002,Cliente 2,25,Sul,2023-04-08,134.81,Produto 14
C0002,Cliente 2,25,Sul,2023-01-01,264.76,Produto 18
C0002,Cliente 2,25,Sul,2023-12-18,362.52,Produto 7
C0002,Cliente 2,25,Sul,2023-07-06,221.34,Produto 11
C0002,Cliente 2,25,Sul,2023-11-16,163.82,Produto 4
C0002,Cliente 2,25,Sul,2023-06-03,258.49,Produto 14
C0002,Cliente 2,25,Sul,2023-06-17,207.18,Produto 10
C0002,Cliente 2,25,Sul,2023-10-11,72.37,Produto 14
C0002,Cliente 2,25,Sul,2023-11-12,288.86,Produto 13
C0002,Cliente 2,25,Sul,2023-10-08,418.53,Produto 10
C0002,Cliente 2,25,Sul,2023-05-27,112.99,Produto 19
C0002,Cliente 2,25,Sul,2023-11-07,330.81,Produto 15
C0002,Cliente 2,25,Sul,2023-08-15,226.66,Produto 7
C0002,Cliente 2,25,Sul,2023-09-19,241.86,Produto 6
C0002,Cliente 2,25,Sul,2023-12-04,51.55,Produto 17
C0002,Cliente 2,25,Sul,2023-12-06,320.14,Produto 11
C0002,Cliente 2,25,Sul,2023-02-17,411.03,Produto 8
C0002,Cliente 2,25,Sul,2023-12-11,162.11,Produto 7
C0002,Cliente 2,40,Sul,2023-03-17,21.97,Produto 8
C0002,Cliente 2,25,Sul,2023-09-01,309.52,Produto 3
C0002,Cliente 2,25,Sul,2023-08-22,213.08,Produto 19
C0002,Cliente 2,25,Sul,2023-04-10,361.99,Produto 13
C0002,Cliente 2,25,Sul,2023-09-11,205.83,Produto 5
C0002,Cliente 2,25,Desconhecido,2023-12-02,346.93,Produto 4
C0002,Cliente 2,25,Desconhecido,2023-08-06,117.23,Produto 17
C0002,Cliente 2,40,Sul,2023-08-26,34.61,Produto 8
C0002,Cliente 2,25,Sul,2023-03-04,233.67,Produto 15
C0002,Cliente 2,25,Sul,2023-12-08,270.25,Produto 18
C0002,Cliente 2,25,Sul,2023-11-01,165.48,Produto 15
C0002,Cliente 2,25,Desconhecido,2023-11-10,409.35,Produto 17
C0002,Cliente 2,25,Sul,2023-08-07,416.98,Produto 18
C0003,Cliente 3,19,Leste,2023-08-17,449.63,Produto 16
C0003,Cliente 3,19,Leste,2023-08-19,137.0,Produto 8
C0003,Cliente 3,19,Leste,2023-09-06,317.11,Produto 9
C0003,Cliente 3,19,Leste,2023-08-14,47.97,Produto 10
C0003,Cliente 3,19,Leste,2023-05-01,143.14,Produto 11
C0003,Cliente 3,19,Leste,2023-10-04,49.48,Produto 5
C0003,Cliente 3,40,Leste,2023-04-29,197.69,Produto 5
C0003,Cliente 3,19,Desconhecido,2023-12-28,114.84,Produto 14
C0003,Cliente 3,19,Leste,2023-07-28,172.13,Produto 15
C0003,Cliente 3,19,Leste,2023-08-01,40.51,Produto 14
C0003,Cliente 3,19,Leste,2023-07-19,453.37,Produto 19
C0003,Cliente 3,19,Leste,2023-12-23,19.57,Produto 19
C0003,Cliente 3,19,Leste,2023-07-14,243.72,Produto 12
C0003,Cliente 3,19,Leste,2023-06-02,379.2,Produto 14
C0003,Cliente 3,19,Leste,2023-10-03,376.28,Produto 18
C0003,Cliente 3,19,Leste,2023-11-05,449.93,Produto 16
C0003,Cliente 3,19,Leste,2023-04-23,143.74,Produto 16
C0003,Cliente 3,19,Leste,2023-01-15,200.54,Produto 13
C0003,Cliente 3,19,Leste,2023-03-26,421.85,Produto 5
C0003,Cliente 3,19,Leste,2023-11-15,271.72,Produto 13
C0003,Cliente 3,19,Leste,2023-10-31,286.55,Produto 1
C0003,Cliente 3,19,Leste,2023-02-12,324.95,Produto 5
C0003,Cliente 3,19,Leste,2023-08-25,99.05,Produto 9
C0003,Cliente 3,19,Leste,2023-07-14,170.4,Produto 15
C0003,Cliente 3,19,Leste,2023-06-17,175.38,Produto 13
C0003,Cliente 3,19,Leste,2023-05-23,378.48,Produto 14
C0003,Cliente 3,19,Leste,2023-05-10,419.11,Produto 16
C0003,Cliente 3,19,Leste,2023-01-10,377.02,Produto 2
C0003,Cliente 3,19,Leste,2023-06-29,119.87,Produto 3
C0003,Cliente 3,19,Leste,2023-11-30,29.73,Produto 1
C0003,Cliente 3,19,Leste,2023-05-07,107.69,Produto 1
C0003,Cliente 3,19,Leste,2023-11-15,84.67,Produto 5
C0003,Cliente 3,19,Leste,2023-08-31,338.03,Produto 19
C0003,Cliente 3,19,Leste,2023-07-08,92.22,Produto 20
C0004,Cliente 4,65,Oeste,2023-02-28,391.12,Produto 6
C0004,Cliente 4,65,Oeste,2023-06-09,62.97,Produto 1
C0004,Cliente 4,65,Oeste,2023-06-09,292.14,Produto 13
C0004,Cliente 4,65,Oeste,2023-07-23,471.32,Produto 7
C0004,Cliente 4,65,Oeste,2023-02-08,300.13,Produto 8
C0004,Cliente 4,65,Oeste,2023-02-22,351.62,Produto 10
C0004,Cliente 4,65,Oeste,2023-12-17,304.2,Produto 4
C0004,Cliente 4,65,Desconhecido,2023-10-17,393.49,Produto 12
C0004,Cliente 4,65,Desconhecido,2023-09-30,219.91,Produto 12
C0004,Cliente 4,65,Oeste,2023-02-05,257.92,Produto 11
C0004,Cliente 4,65,Oeste,2023-01-07,426.29,Produto 16
C0004,Cliente 4,65,Oeste,2023-02-24,222.43,Produto 12
C0004,Cliente 4,65,Oeste,2023-11-22,446.87,Produto 15
C0004,Cliente 4,65,Oeste,2023-09-25,483.08,Produto 9
C0005,Cliente 5,35,Norte,2023-11-12,406.02,Produto 18
C0005,Cliente 5,35,Norte,2023-09-05,237.79,Produto 19
C0005,Cliente 5,35,Norte,2023-05-18,167.93,Produto 8
C0005,Cliente 5,35,Norte,2023-02-14,146.67,Produto 15
C0005,Cliente 5,35,Norte,2023-11-09,337.41,Produto 11
C0005,Cliente 5,35,Norte,2023-01-15,252.21,Produto 11
C0005,Cliente 5,35,Norte,2023-04-04,248.9,Produto 12
C0005,Cliente 5,35,Norte,2023-05-13,176.77,Produto 20
C0005,Cliente 5,35,Norte,2023-12-26,441.25,Produto 18
C0005,Cliente 5,35,Norte,2023-01-06,263.15,Produto 7
C0005,Cliente 5,35,Norte,2023-02-13,128.26,Produto 14
C0005,Cliente 5,35,Norte,2023-09-08,282.04,Produto 8
C0005,Cliente 5,35,Norte,2023-12-20,243.29,Produto 16
C0005,Cliente 5,35,Norte,2023-08-18,398.54,Produto 3
C0005,Cliente 5,35,Norte,2023-05-31,118.58,Produto 8
C0005,Cliente 5,35,Norte,2023-06-06,335.34,Produto 12
C0005,Cliente 5,35,Norte,2023-08-31,281.2,Produto 12
C0005,Cliente 5,35,Norte,2023-08-06,498.35,Produto 18
C0005,Cliente 5,35,Norte,2023-06-19,182.39,Produto 15
C0005,Cliente 5,35,Norte,2023-05-19,160.25,Produto 8
C0005,Cliente 5,35,Norte,2023-03-03,363.43,Produto 11
C0005,Cliente 5,35,Norte,2023-04-09,116.03,Produto 16
C0005,Cliente 5,35,Norte,2023-05-22,365.05,Produto 17
C0005,Cliente 5,35,Norte,2023-11-02,148.67,Produto 4
C0005,Cliente 5,35,Norte,2023-04-10,155.16,Produto 12
C0005,Cliente 5,35,Norte,2023-04-02,158.11,Produto 18
C0005,Cliente 5,35,Norte,2023-03-06,144.41,Produto 2
C0005,Cliente 5,35,Norte,2023-10-11,153.15,Produto 5
C0005,Cliente 5,35,Norte,2023-11-23,435.55,Produto 16
C0005,Cliente 5,35,Norte,2023-02-22,437.63,Produto 19
C0005,Cliente 5,35,Norte,2023-05-26,240.0,Produto 15
C0005,Cliente 5,35,Norte,2023-06-24,100.34,Produto 2
C0005,Cliente 5,35,Desconhecido,2023-05-10,471.12,Produto 16
C0005,Cliente 5,35,Norte,2023-02-28,412.84,Produto 13
C0005,Cliente 5,35,Norte,2023-09-09,46.3,Produto 2
C0005,Cliente 5,35,Norte,2023-03-19,83.11,Produto 19
C0005,Cliente 5,40,Norte,2023-06-05,51.74,Produto 8
C0005,Cliente 5,35,Norte,2023-03-02,283.46,Produto 14
C0005,Cliente 5,35,Norte,2023-11-07,302.1,Produto 20
C0005,Cliente 5,40,Norte,2023-04-26,390.09,Produto 13
C0005,Cliente 5,35,Norte,2023-08-19,455.17,Produto 10
C0005,Cliente 5,35,Norte,2023-10-29,495.12,Produto 10
C0006,Cliente 6,33,Sul,2023-10-19,314.3,Produto 20
C0006,Cliente 6,33,Sul,2023-02-20,474.32,Produto 7
C0006,Cliente 6,33,Sul,2023-11-17,113.4,Produto 3
C0006,Cliente 6,33,Sul,2023-03-22,127.53,Produto 18
C0006,Cliente 6,33,Sul,2023-08-19,347.79,Produto 16
C0006,Cliente 6,33,Sul,2023-05-30,25.99,Produto 10
C0006,Cliente 6,33,Sul,2023-12-28,148.53,Produto 15
C0006,Cliente 6,33,Sul,2023-02-06,346.82,Produto 9
C0006,Cliente 6,33,Sul,2023-11-17,299.0,Produto 7
C0006,Cliente 6,33,Sul,2023-08-06,66.24,Produto 8
C0006,Cliente 6,33,Sul,2023-11-28,83.0,Produto 9
C0006,Cliente 6,33,Sul,2023-03-14,44.99,Produto 6
C0006,Cliente 6,40,Sul,2023-06-07,301.57,Produto 19
C0006,Cliente 6,33,Sul,2023-05-28,225.19,Produto 15
C0006,Cliente 6,40,Sul,2023-12-19,159.0,Produto 13
C0006,Cliente 6,33,Sul,2023-05-20,255.23,Produto 16
C0006,Cliente 6,33,Sul,2023-08-13,49.42,Produto 2
C0006,Cliente 6,33,Sul,2023-08-10,369.92,Produto 20
C0006,Cliente 6,33,Sul,2023-05-09,22.67,Produto 8
C0007,Cliente 7,32,Leste,2023-10-28,475.89,Produto 9
C0007,Cliente 7,32,Leste,2023-10-23,29.71,Produto 6
C0007,Cliente 7,32,Leste,2023-05-23,98.93,Produto 19
C0007,Cliente 7,32,Leste,2023-08-12,321.04,Produto 16
C0007,Cliente 7,32,Leste,2023-02-16,240.31,Produto 14
C0007,Cliente 7,32,Leste,2023-06-20,167.32,Produto 4
C0007,Cliente 7,32,Leste,2023-03-24,171.6,Produto 16
C0007,Cliente 7,32,Leste,2023-05-28,334.67,Produto 13
C0007,Cliente 7,40,Leste,2023-10-09,27.98,Produto 3
C0007,Cliente 7,32,Leste,2023-07-26,433.81,Produto 1
C0007,Cliente 7,32,Leste,2023-12-03,435.99,Produto 15
C0007,Cliente 7,32,Leste,2023-07-31,36.56,Produto 17
C0007,Cliente 7,32,Leste,2023-07-05,315.09,Produto 16
C0007,Cliente 7,32,Leste,2023-11-17,226.6,Produto 2
C0007,Cliente 7,32,Leste,2023-04-15,140.86,Produto 5
C0007,Cliente 7,32,Leste,2023-05-28,224.68,Produto 16
C0007,Cliente 7,32,Leste,2023-03-04,24.15,Produto 20
C0007,Cliente 7,32,Leste,2023-05-03,357.79,Produto 10
C0007,Cliente 7,32,Leste,2023-10-10,16.7,Produto 14
C0007,Cliente 7,32,Leste,2023-02-17,120.1,Produto 4
C0007,Cliente 7,32,Leste,2023-08-25,474.06,Produto 5
C0007,Cliente 7,32,Leste,2023-09-13,467.0,Produto 10
C0007,Cliente 7,32,Leste,2023-09-18,355.65,Produto 14
C0007,Cliente 7,32,Leste,2023-09-05,490.32,Produto 8
C0007,Cliente 7,32,Leste,2023-08-22,280.12,Produto 13
C0007,Cliente 7,32,Leste,2023-04-08,461.72,Produto 17
C0007,Cliente 7,32,Desconhecido,2023-03-11,433.37,Produto 9
C0007,Cliente 7,32,Leste,2023-08-01,176.54,Produto 17
C0007,Cliente 7,32,Leste,2023-05-17,412.07,Produto 10
C0007,Cliente 7,32,Leste,2023-06-02,420.36,Produto 19
C0007,Cliente 7,32,Leste,2023-12-04,249.92,Produto 5
C0007,Cliente 7,32,Leste,2023-08-17,273.9,Produto 12
C0007,Cliente 7,32,Leste,2023-06-20,280.44,Produto 18
C0007,Cliente 7,32,Leste,2023-07-13,233.12,Produto 11
C0007,Cliente 7,32,Leste,2023-04-07,490.58,Produto 8
C0007,Cliente 7,40,Leste,2023-10-20,197.66,Produto 14
C0007,Cliente 7,32,Leste,2023-01-23,165.91,Produto 16
C0007,Cliente 7,32,Leste,2023-12-28,457.58,Produto 13
C0007,Cliente 7,32,Desconhecido,2023-07-17,494.32,Produto 5
C0007,Cliente 7,32,Leste,2023-09-11,482.76,Produto 5
C0007,Cliente 7,32,Leste,2023-09-15,483.02,Produto 11
C0007,Cliente 7,32,Leste,2023-02-21,438.35,Produto 15
C0007,Cliente 7,32,Leste,2023-02-21,267.72,Produto 15
C0007,Cliente 7,32,Leste,2023-01-08,364.0,Produto 14
C0007,Cliente 7,32,Leste,2023-12-02,485.28,Produto 3
C0007,Cliente 7,32,Leste,2023-08-29,392.95,Produto 9
C0007,Cliente 7,32,Leste,2023-06-23,315.4,Produto 13
C0007,Cliente 7,32,Leste,2023-11-29,49.35,Produto 11
C0008,Cliente 8,26,Oeste,2023-12-12,431.08,Produto 13
C0008,Cliente 8,26,Oeste,2023-06-12,317.13,Produto 16
C0008,Cliente 8,26,Oeste,2023-10-05,27.59,Produto 3
C0008,Cliente 8,26,Oeste,2023-05-01,319.27,Produto 10
C0008,Cliente 8,26,Oeste,2023-04-27,375.92,Produto 14
C0008,Cliente 8,26,Oeste,2023-02-20,382.58,Produto 4
C0008,Cliente 8,26,Oeste,2023-08-16,91.52,Produto 10
C0008,Cliente 8,26,Oeste,2023-01-15,32.54,Produto 2
C0008,Cliente 8,26,Oeste,2023-05-31,185.65,Produto 14
C0008,Cliente 8,26,Oeste,2023-03-16,129.66,Produto 14
C0008,Cliente 8,26,Desconhecido,2023-10-17,344.08,Produto 6
C0008,Cliente 8,26,Oeste,2023-03-29,95.78,Produto 20
C0008,Cliente 8,26,Oeste,2023-07-15,313.66,Produto 8
C0008,Cliente 8,26,Oeste,2023-09-12,457.29,Produto 5
C0008,Cliente 8,26,Oeste,2023-04-29,235.96,Produto 9
C0008,Cliente 8,26,Oeste,2023-08-24,135.11,Produto 1
C0008,Cliente 8,26,Oeste,2023-08-27,451.59,Produto 18
C0008,Cliente 8,26,Oeste,2023-03-22,46.19,Produto 12
C0008,Cliente 8,40,Oeste,2023-10-28,156.59,Produto 14
C0008,Cliente 8,26,Oeste,2023-12-20,132.55,Produto 10
C0008,Cliente 8,26,Oeste,2023-04-12,499.69,Produto 16
C0008,Cliente 8,26,Oeste,2023-02-24,126.23,Produto 19
C0008,Cliente 8,26,Oeste,2023-07-03,291.66,Produto 10
C0008,Cliente 8,26,Oeste,2023-01-12,489.19,Produto 13
C0008,Cliente 8,26,Oeste,2023-05-21,13.97,Produto 2
C0008,Cliente 8,26,Oeste,2023-11-07,375.13,Produto 10
C0008,Cliente 8,26,Oeste,2023-04-28,307.46,Produto 12
C0008,Cliente 8,26,Desconhecido,2023-04-23,321.94,Produto 20
C0008,Cliente 8,26,Oeste,2023-05-09,342.1,Produto 5
C0008,Cliente 8,26,Oeste,2023-11-18,57.61,Produto 2
C0008,Cliente 8,26,Oeste,2023-06-08,396.42,Produto 2
C0008,Cliente 8,26,Oeste,2023-10-24,188.78,Produto 5
C0008,Cliente 8,26,Oeste,2023-02-16,455.72,Produto 11
C0008,Cliente 8,26,Oeste,2023-08-01,96.06,Produto 5
C0008,Cliente 8,26,Oeste,2023-10-04,439.47,Produto 12
C0008,Cliente 8,26,Oeste,2023-09-29,255.88,Produto 9
C0008,Cliente 8,26,Oeste,2023-03-26,135.92,Produto 16
C0008,Cliente 8,26,Oeste,2023-06-01,375.81,Produto 11
C0008,Cliente 8,26,Desconhecido,2023-02-28,239.48,Produto 3
C0008,Cliente 8,40,Oeste,2023-03-14,379.53,Produto 8
C0008,Cliente 8,26,Oeste,2023-12-13,364.87,Produto 13
C0008,Cliente 8,26,Oeste,2023-10-13,189.23,Produto 13
C0008,Cliente 8,26,Oeste,2023-01-08,139.58,Produto 4
C0008,Cliente 8,26,Oeste,2023-08-21,190.61,Produto 9
C0008,Cliente 8,40,Oeste,2023-10-27,196.7,Produto 12
C0008,Cliente 8,26,Oeste,2023-02-25,340.67,Produto 16
C0008,Cliente 8,40,Oeste,2023-01-13,313.58,Produto 18
C0008,Cliente 8,26,Oeste,2023-06-17,458.48,Produto 8
C0008,Cliente 8,26,Oeste,2023-11-28,40.98,Produto 15
C0008,Cliente 8,26,Oeste,2023-12-25,158.07,Produto 14
C0009,Cliente 9,65,Norte,2023-03-01,78.49,Produto 2
C0009,Cliente 9,65,Norte,2023-06-05,498.0,Produto 4
C0009,Cliente 9,65,Norte,2023-02-19,125.05,Produto 18
C0009,Cliente 9,65,Norte,2023-03-11,200.44,Produto 12
C0010,Cliente 10,24,Sul,2023-12-10,475.2,Produto 18
C0010,Cliente 10,24,Sul,2023-08-01,330.91,Produto 16
C0010,Cliente 10,24,Sul,2023-11-12,209.98,Produto 9
C0010,Cliente 10,24,Sul,2023-01-17,348.24,Produto 7
C0010,Cliente 10,24,Sul,2023-08-16,227.9,Produto 8
C0010,Cliente 10,24,Sul,2023-07-05,58.68,Produto 12
C0010,Cliente 10,24,Sul,2023-10-06,451.83,Produto 12
C0010,Cliente 10,24,Sul,2023-02-01,205.09,Produto 7
C0010,Cliente 10,24,Sul,2023-01-11,34.78,Produto 11
C0010,Cliente 10,24,Sul,2023-04-16,43.62,Produto 18
C0010,Cliente 10,24,Sul,2023-04-17,297.33,Produto 8
C0011,Cliente 11,40,Leste,2023-06-18,389.44,Produto 20
C0011,Cliente 11,61,Leste,2023-01-02,145.86,Produto 5
C0011,Cliente 11,61,Leste,2023-03-08,274.71,Produto 6
C0012,Cliente 12,65,Desconhecido,2023-02-26,333.92,Produto 1
C0012,Cliente 12,65,Oeste,2023-03-09,17.28,Produto 8
C0012,Cliente 12,65,Oeste,2023-10-29,168.65,Produto 6
C0012,Cliente 12,65,Oeste,2023-05-16,35.68,Produto 14
C0012,Cliente 12,65,Oeste,2023-09-27,65.69,Produto 3
C0012,Cliente 12,65,Oeste,2023-09-01,229.65,Produto 12
C0012,Cliente 12,65,Oeste,2023-09-20,300.9,Produto 15
C0012,Cliente 12,65,Oeste,2023-09-15,118.56,Produto 20
C0012,Cliente 12,65,Oeste,2023-01-23,366.35,Produto 17
C0012,Cliente 12,65,Oeste,2023-06-04,234.44,Produto 1
C0012,Cliente 12,65,Oeste,2023-02-01,499.31,Produto 13
C0012,Cliente 12,65,Oeste,2023-08-07,346.19,Produto 16
C0012,Cliente 12,65,Oeste,2023-02-11,167.83,Produto 5
C0012,Cliente 12,65,Oeste,2023-02-03,71.83,Produto 20
C0012,Cliente 12,65,Oeste,2023-11-21,296.83,Produto 11
C0012,Cliente 12,65,Oeste,2023-07-15,497.37,Produto 17
C0012,Cliente 12,65,Oeste,2023-05-31,232.32,Produto 20
C0012,Cliente 12,65,Oeste,2023-08-09,58.6,Produto 4
C0012,Cliente 12,65,Oeste,2023-12-02,328.95,Produto 18
C0012,Cliente 12,65,Oeste,2023-04-21,220.73,Produto 8
C0013,Cliente 13,52,Norte,2023-07-31,176.08,Produto 15
C0013,Cliente 13,52,Norte,2023-06-10,219.11,Produto 9
C0013,Cliente 13,52,Norte,2023-07-11,477.26,Produto 16
C0013,Cliente 13,52,Norte,2023-02-04,54.7,Produto 3
C0013,Cliente 13,52,Norte,2023-02-17,221.62,Produto 12
C0013,Cliente 13,52,Desconhecido,2023-03-08,282.62,Produto 19
C0013,Cliente 13,52,Norte,2023-10-15,285.22,Produto 4
C0013,Cliente 13,52,Norte,2023-07-30,183.26,Produto 14
C0013,Cliente 13,52,Norte,2023-01-27,484.52,Produto 20
C0013,Cliente 13,52,Norte,2023-09-17,114.24,Produto 16
C0013,Cliente 13,52,Norte,2023-04-25,425.16,Produto 12
C0013,Cliente 13,52,Norte,2023-10-12,190.1,Produto 9
C0013,Cliente 13,52,Norte,2023-10-21,120.82,Produto 14
C0013,Cliente 13,52,Norte,2023-10-15,487.53,Produto 20
C0013,Cliente 13,52,Norte,2023-01-14,308.41,Produto 9
C0013,Cliente 13,52,Norte,2023-01-15,98.4,Produto 10
C0013,Cliente 13,52,Norte,2023-06-23,182.0,Produto 6
C0013,Cliente 13,40,Norte,2023-03-15,287.5,Produto 13
C0013,Cliente 13,52,Norte,2023-02-05,79.52,Produto 1
C0013,Cliente 13,52,Norte,2023-02-16,375.59,Produto 7
C0013,Cliente 13,52,Norte,2023-07-12,215.72,Produto 11
C0013,Cliente 13,52,Norte,2023-03-22,191.33,Produto 11
C0013,Cliente 13,52,Norte,2023-10-18,302.15,Produto 2
C0014,Cliente 14,23,Desconhecido,2023-03-21,87.13,Produto 20
C0014,Cliente 14,23,Sul,2023-01-26,340.24,Produto 9
C0014,Cliente 14,23,Desconhecido,2023-08-15,334.35,Produto 16
C0014,Cliente 14,23,Sul,2023-11-07,226.6,Produto 9
C0014,Cliente 14,23,Sul,2023-04-21,379.92,Produto 4
C0014,Cliente 14,23,Sul,2023-06-26,220.66,Produto 10
C0014,Cliente 14,23,Sul,2023-12-14,342.46,Produto 16
C0014,Cliente 14,23,Sul,2023-09-27,336.89,Produto 2
C0014,Cliente 14,23,Sul,2023-04-23,203.68,Produto 20
C0014,Cliente 14,23,Sul,2023-01-29,13.77,Produto 10
C0014,Cliente 14,23,Sul,2023-04-19,386.0,Produto 9
C0014,Cliente 14,23,Sul,2023-05-29,170.78,Produto 1
C0014,Cliente 14,23,Sul,2023-09-12,376.04,Produto 6
C0014,Cliente 14,23,Sul,2023-03-08,196.3,Produto 8
C0014,Cliente 14,23,Sul,2023-09-14,283.77,Produto 12
C0014,Cliente 14,23,Sul,2023-02-06,204.56,Produto 2
C0014,Cliente 14,40,Sul,2023-08-12,19.18,Produto 3
C0014,Cliente 14,23,Sul,2023-06-10,292.12,Produto 19
C0015,Cliente 15,55,Leste,2023-07-27,357.65,Produto 14
C0015,Cliente 15,55,Leste,2023-05-29,66.43,Produto 1
C0015,Cliente 15,55,Leste,2023-06-16,94.22,Produto 20
C0015,Cliente 15,55,Leste,2023-08-24,417.69,Produto 12
C0015,Cliente 15,40,Leste,2023-02-15,223.99,Produto 4
C0016,Cliente 16,45,Oeste,2023-05-05,223.48,Produto 13
C0016,Cliente 16,45,Oeste,2023-09-26,48.54,Produto 10
C0016,Cliente 16,45,Oeste,2023-06-23,118.57,Produto 6
C0016,Cliente 16,45,Oeste,2023-02-09,260.14,Produto 4
C0016,Cliente 16,45,Oeste,2023-09-29,259.88,Produto 12
C0016,Cliente 16,45,Oeste,2023-05-01,60.37,Produto 9
C0016,Cliente 16,45,Oeste,2023-04-12,95.01,Produto 5
C0016,Cliente 16,40,Oeste,2023-12-02,46.92,Produto 16
C0016,Cliente 16,45,Oeste,2023-08-26,379.68,Produto 19
C0016,Cliente 16,45,Oeste,2023-08-18,343.76,Produto 19
C0016,Cliente 16,45,Oeste,2023-06-15,433.48,Produto 11
C0016,Cliente 16,45,Desconhecido,2023-03-19,225.48,Produto 16
C0017,Cliente 17,20,Norte,2023-08-15,319.38,Produto 9
C0017,Cliente 17,20,Norte,2023-10-30,37.52,Produto 17
C0017,Cliente 17,40,Norte,2023-02-07,162.1,Produto 15
C0017,Cliente 17,40,Norte,2023-01-20,37.88,Produto 10
C0017,Cliente 17,20,Norte,2023-02-09,325.89,Produto 3
C0017,Cliente 17,20,Norte,2023-11-11,301.1,Produto 13
C0017,Cliente 17,20,Norte,2023-08-25,294.36,Produto 2
C0017,Cliente 17,20,Norte,2023-08-19,455.43,Produto 19
C0017,Cliente 17,20,Norte,2023-11-30,102.24,Produto 20
C0017,Cliente 17,20,Desconhecido,2023-09-01,255.67,Produto 2
C0017,Cliente 17,20,Norte,2023-08-19,60.72,Produto 11
C0017,Cliente 17,20,Norte,2023-02-13,257.23,Produto 6
C0017,Cliente 17,20,Norte,2023-01-21,131.39,Produto 15
C0017,Cliente 17,20,Norte,2023-08-13,266.79,Produto 20
C0017,Cliente 17,40,Norte,2023-03-23,188.31,Produto 10
C0017,Cliente 17,20,Norte,2023-07-18,210.3,Produto 11
C0017,Cliente 17,20,Norte,2023-12-14,302.96,Produto 11
C0017,Cliente 17,20,Desconhecido,2023-02-03,171.55,Produto 18
C0017,Cliente 17,20,Norte,2023-12-14,199.42,Produto 9
C0017,Cliente 17,20,Norte,2023-12-03,482.56,Produto 20
C0017,Cliente 17,20,Norte,2023-03-18,173.35,Produto 19
C0017,Cliente 17,20,Norte,2023-12-06,79.3,Produto 12
